[2026-05-14 02:00:00.184] [37016433] [INFO] [L3701643319T20260514020000183R16035] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405636413701085600047965C9BDB6AB370100011651202604012036040110200100000000000000000004C2B34242383336313500000000040B00176B080C08660007760008C50010BD024C56424A334A3056375345303434353636B8A3CCEFC5C6424A3130343545564A41FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFFC7676C9BDB6AB370100011751370125052361000538362026040120360401C2B34242383336313500000000040BAA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FF0000104900AA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FFC9BDB6AB370100011751370125052361000538360001001328001049000A018092000000000013280A001049D3319D176F137BB5000000220000002200017786951999220101000000000000000000290B
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：6；本站HEX：37016433；上次通行状态：01；上次通行站HEX：32026928； 非重复交易
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2025-10-27 00:00:00；结束日期：2035-10-27 00:00:00；在有效期内
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询车型是否合规 车型：13；合规
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：山东；发行方有效
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |判断是否为特殊车种 0015内车辆用户类型：27，ef01内车辆用户类型：27；该车辆为牵引拖挂车
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3701；标签号：3701015600062404；卡号：2505236300092253；车牌号：鲁UC5789；车牌颜色：1
[2026-05-14 02:32:32.792] [37016433] [INFO] [L370164335FT20260514023232791R24454] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_370164335F_20260514023232792.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089909","info":[{"cardId":"37012505236300092253","obuId":"3701015600062404","queryType":1},{"vehicleId":"鲁UC5789_1","queryType":2},{"cardId":"37012505236300092253","vehicleId":"鲁UC5789_1","queryType":3},{"vehicleId":"鲁UC5789_1","queryType":4},{"vehicleId":"鲁UC5789_1","queryType":5},{"vehicleId":"鲁UC5789_1","queryType":6},{"laneType":6,"vehicleId":"鲁UC5789_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:32:32"}
[2026-05-14 02:32:32.801] [37016433] [INFO] [L370164335FT20260514023232791R24454] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_370164335F_20260514023232795.json","bizContent":"{\"receiveTime\":\"2026-05-14T02:32:32.795\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"370164335F2026051402089909\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:32:32.801] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |判断是否允许交易货车 车型：13；货车ETC,不允通行
[2026-05-14 02:32:32.801] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |鲁UC5789_1校验结束---
[2026-05-14 02:32:32.801] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁UC5789验证失败，拒绝交易
[2026-05-14 02:32:32.802] [37016433] [ERROR] [L370164335FT20260514023232791R24454] [3701015600062404] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/StationTransData]：{"discountfee":null,"enTollStationName":null,"fee":null,"feeVehicleId":"鲁UC5789_1","feeVehicleType":13,"isEtcFlag":1,"msgId":"370164335F2026051402089911","payFee":null,"payType":"5","sendTime":"2026-05-14T02:32:32","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"370164335F","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:32:32"}
[2026-05-14 02:32:32.802] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/TransShare】：{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2505236300092253","cardNetId":"3701","cardType":"23","desc":"货车不允通行","deviceType":3,"enTime":"2026-05-14T00:30:40","enTollStationHex":"32026928","enTollStationId":null,"enTollStationName":null,"enWeight":27260,"exWeight":null,"exitFeeType":0,"fee":0,"feeAxleCount":6,"feeVehicleId":"鲁UC5789_1","feeVehicleType":13,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089910","obuEF01Axle":null,"obuEf04":"AA290032026928046A04A7300D013D730A6A04C31AC2B3554335373839000000000106006A7CFFC9BDB6AB370100011751370125052363000922531B0200972B008147000D022CD0003FBA1E008F5A0B0079DB012EF769C5EFC04E","obuId":"3701015600062404","obuMac":"6CD4B1C9","obuVehicleType":13,"option":3,"overRate":null,"overWeight":null,"passId":"013701250523630009225320260514003040","payFee":0,"permittedWeight":0,"provinceCount":2,"redisKey":null,"remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:32:32","shiftStartTime":1778666547000,"spare1":"1","spare2":"27","spare3":"货车不允通行","spare4":null,"specialType":"|309","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:32:32","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":27,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:32:32.802] [37016433] [ERROR] [L370164335FT20260514023232791R24454] [3701015600062404] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/RampTransData]：{"OBUSN":"3701015600062404","RsuId":"3","bnErrCause":"","discountfee":null,"enTollStationName":null,"fee":null,"feeVehicleId":"鲁UC5789_1","feeVehicleType":13,"isEtcFlag":1,"msgId":"370164335F2026051402089912","payFee":null,"sendTime":"2026-05-14T02:32:32","spare1":null,"spare2":null,"spare3":null,"stationHex":"37016433","tollLaneHex":"370164335F","transStatus":1,"transTime":"2026-05-14T02:32:32"}
[2026-05-14 02:32:32.802] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/RampTransData】：ctZJYwz/H56IUXPlsvdppbvOBgoD2EiTL6sHi8PWsSfonMceoR2Vo/FiTuE8vZX/wCSjXv3eJOXVt0on/s7vvKRs4vYNLmZena6ZCDIghQHOFmdlhFXKyc8nQEJ01elczHIVavIg4LdGzoQJN0/ou7LWCj0Oen2s4wBQ+Fxfw6tpikWEQyExSseat0cFzZ/bOplCMnXVfK6PCFHFI5gzL/TSjWSMOua2l0y5SMsxtBGK08Exl+lKu5RN+AgxPkGeEqLOPNVjM2tIZYLGVsbn60nBS8ZHVbdFCT9fmJEgtESGSoXvDixYWQJ/gALvDiOEiLE8nzcZVyjiaDLQa9fgxAHafiZ5DWi+53IbfYBJo3pN7cR9oR5w3dDIwlUW3bp+ETazsVO7SDfTkKURFBFbyYkd6r7hkXu5SobwB8s/zSMYyvGpRabgJzrHkGh2MJ5MLY9d7dIHOmywHs91NiufYonXhYdr8tcMbcfyJY+ukWxcQw+WfBDnqFy+uytUx5hAw3golxKP3Zu53TaadXEPtihMXWiSqD/1NJKRxt3roLTfFaQWbfpTkEAahgnl76c9
[2026-05-14 02:32:32.802] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/StationTransData】：ENu+EwQRZKa91ngzKXfNjY+OJj1tK42i/RGMG2Zt4c0HpFXyVWq2n+/xqtVI7NX40yf/4Fyhts+Qj+deoR38dyhBRMTzouVRfQY/zJriKgWOq/6k2TkWNDJ3etzzWaaWf3hgAdGZErocKyWdGElgUZ0YHQ/yY0wUABHrUvjODBsxD8CznefgWm+mFTfczqnOSPrErlBKWjHOvcIjfIkyyayKpIoA8WGoqan0SGf1jP2ipIgtxfO1/OuIVFruLkenGuJEijUByM7A3eVL/bxRGBaLi1PsWnLz2c2glsD4fvULeta5DZ/mHCGp+Zi8QhbYmSQ0OWrnN6jZ3kIPuGGZwKLMPFW1eZuzrH7eVpellQW5Om79obYVYgOcNGEWWB5U6+wCvm8MiODPj0dD+XR6JLsHcVmr1LyyhwZHPcGDmWU06k16XfV+uov+6I41Jhk/lTLlPLHqgE3RnkGDhz8mrny1szd/aBdUMBvgNbUmw2siiZKEWVbFZJqjUVfE0JT1XGK2c3SSkr9QMGkkgaZJug==
[2026-05-14 02:32:32.803] [37016433] [INFO] [L370164335FT20260514023232791R24454] [数据交互|发送设备控制服务数据] |95车道发送指令到外设控制服务:FFFF000600000137E1010000370164335F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD4B1C9370101560006240400000000C2B355433537383900000000010D1B06009C40006A7C001700000000000000000000000020260514023232000000000000AA2900370164335F6A04C3C00D043D730B6A04C3C0C2B3554335373839000000000106FFFFFFFF000000005F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002013500000200631ACB
[2026-05-14 02:32:32.803] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|车辆交易数据处理] |95车道匝道出口交易--车辆鲁UC5789交易受理流程结束-失败原因：货车不允通行
[2026-05-14 02:32:32.804] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/370164335F/Push/TransShare】,QOS 【0】, 内容:{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2505236300092253","cardNetId":"3701","cardType":"23","desc":"货车不允通行","deviceType":3,"enTime":"2026-05-14T00:30:40","enTollStationHex":"32026928","enTollStationId":null,"enTollStationName":null,"enWeight":27260,"exWeight":null,"exitFeeType":0,"fee":0,"feeAxleCount":6,"feeVehicleId":"鲁UC5789_1","feeVehicleType":13,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089910","obuEF01Axle":null,"obuEf04":"AA290032026928046A04A7300D013D730A6A04C31AC2B3554335373839000000000106006A7CFFC9BDB6AB370100011751370125052363000922531B0200972B008147000D022CD0003FBA1E008F5A0B0079DB012EF769C5EFC04E","obuId":"3701015600062404","obuMac":"6CD4B1C9","obuVehicleType":13,"option":3,"overRate":null,"overWeight":null,"passId":"013701250523630009225320260514003040","payFee":0,"permittedWeight":0,"provinceCount":2,"redisKey":null,"remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:32:32","shiftStartTime":1778666547000,"spare1":"1","spare2":"27","spare3":"货车不允通行","spare4":null,"specialType":"|309","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:32:32","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":27,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:32:32.805] [37016433] [INFO] [L370164335FT20260514023232804R24455] [ ] [处理流程|车辆交易数据处理] |370164335F车道保存匝道鲁UC5789_1ETC交易结果共享数据成功!
[2026-05-14 02:32:48.493] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643302/Push/Cvicse/LaneStatusUpdate】,QOS 【2】, 内容:{"laneType":2,"msgId":"2026051402000007","sendTime":"2026-05-14T02:32:48"}
[2026-05-14 02:32:58.293] [37016433] [INFO] [L370164335FT20260514023258292R24557] [数据交互|收到设备控制服务数据] |95车道--外设控制服务输入信息(ETC交易受理E1)为FFFF001000000196E100370164335F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006C80C8C83701014321351008C9BDB6AB370100011640202308032033080310200100000000000000000000C2B34353353732320000000000010D1B1B0809C00C9E009C400022600061A802000000000000000015531C70C85A72258600000000000000000000000000008327FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFCB4A6EC9BDB6AB370100011740370122042323538310822023080320330803C2B3435335373232000000001B010DAA290037016422026A04B8F70D013C72096A04C09FC2B343533537323200000000010600C3B4FF000024BC00AA290037016422026A04B8F70D013C72096A04C09FC2B343533537323200000000010600C3B4FFC9BDB6AB370100011740370122042323538310821B01002B370024BC0005009D2500000000002B37050024BCCBB6DED2ED65DE87000000160000001600017786971781810301000000000000000000A0C6
[2026-05-14 02:32:58.293] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|车辆交易数据处理] |95车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:32:58.293] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [OBU信息|系统信息] |收到OBU信息，标签号：6C80C8C8；OBU序列号：3701014321351008；启用时间：20230803；到期时间：20330803；发行方：山东37010001；OBU状态：00100000
[2026-05-14 02:32:58.293] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁CS5722；车牌颜色：1；车型：13；车辆用户类型：27；核载质量：40000；整备质量：8800；车辆总重：25000；核载人数：2
[2026-05-14 02:32:58.293] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [OBU信息|EF04信息] |EF04中0019：AA290037016422026A04B8F70D013C72096A04C09FC2B343533537323200000000010600C3B4FF  交易标识：AA2900；通行路网号：3701；通行收费站：6422；通行车道：02；通行时间：2026-05-14 01:46:31；通行车型：13；通行状态：01；通行门架编号：3C7209；通行门架时间：2026-05-14 02:19:11；车牌号：鲁CS5722；车牌颜色：1；货车轴数：6；货车总重：50100；车辆状态标识：FF 
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [OBU信息|EF04信息] |EF04中0015：C9BDB6AB37010001174037012204232353831082  发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2204232353831082；车辆用户类型：27；通行省份个数：1；累计应收金额：11063；累计实收金额：9404；累计交易成功次数：5；累计里程：40229；无卡次数：0；本省应收金额：11063；本省实收金额：9404；本省交易成功次数：5；
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [ETC卡信息|0002] |卡内余额：4291512942
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [ETC卡信息|0015] |发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2204232353831082；启用时间：20230803；到期时间：20330803；用户类型：27；车牌号：鲁CS5722；车牌颜色：1；车型：13
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [ETC卡信息|0019] |通行路网号：3701；通行收费站：6422；通行车道：02；通行时间：2026-05-14 01:46:31；通行车型：13；通行状态：01；通行门架编号：3C7209；通行门架时间：2026-05-14 02:19:11；车牌号：鲁CS5722；车牌颜色：1；货车轴数：6；货车总重：50100；车辆状态标识：FF 
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁CS5722开始进行校验
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：6；本站HEX：37016433；上次通行状态：01；上次通行站HEX：37016422； 非重复交易
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2023-08-03 00:00:00；结束日期：2033-08-03 00:00:00；在有效期内
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询车型是否合规 车型：13；合规
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：山东；发行方有效
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |判断是否为特殊车种 0015内车辆用户类型：27，ef01内车辆用户类型：27；该车辆为牵引拖挂车
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [6C80C8C8] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3701；标签号：3701014321351008；卡号：2204232353831082；车牌号：鲁CS5722；车牌颜色：1
[2026-05-14 02:32:58.294] [37016433] [INFO] [L370164335FT20260514023258293R24558] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_370164335F_20260514023258294.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089914","info":[{"cardId":"37012204232353831082","obuId":"3701014321351008","queryType":1},{"vehicleId":"鲁CS5722_1","queryType":2},{"cardId":"37012204232353831082","vehicleId":"鲁CS5722_1","queryType":3},{"vehicleId":"鲁CS5722_1","queryType":4},{"vehicleId":"鲁CS5722_1","queryType":5},{"vehicleId":"鲁CS5722_1","queryType":6},{"laneType":6,"vehicleId":"鲁CS5722_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:32:58"}
