[2026-05-14 00:00:02.559] [37016433] [INFO] [L3701643351T20260514000002559R85805] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514000002559.json","sign":"NONE","bizContent":{"msgId":"37016433512026051400088851","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:00:02"}
[2026-05-14 00:22:32.968] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_3701643302_20260514002232968.json","bizContent":"{\"enWeightData\":[{\"axleCount\":2,\"axleType\":\"12\",\"bulkCertNo\":\"\",\"bulkOrderHeight\":0,\"bulkOrderLength\":0,\"bulkOrderWeight\":0,\"bulkOrderWidth\":0,\"checkTime\":\"2026-05-14T00:22:17\",\"dataId\":\"473030313533373030353030333032303030303030303030313437303737\",\"enWeightSource\":0,\"height\":3890,\"imageUrl\":\"\",\"isAllowPass\":1,\"isBulkVehicle\":2,\"length\":9880,\"limitWeight\":18000,\"limitedHeight\":0,\"limitedLength\":0,\"limitedWidth\":0,\"overLimitType\":0,\"overRate\":0.0,\"overWeight\":0,\"speed\":19,\"vehicleId\":\"鲁UH6215_1\",\"vehicleType\":0,\"wasteId\":\"473030313533373030353030333032303030303030303030313437303737\",\"weight\":11040,\"weightInfo\":\"鲁UH6215|1|0|2|Thu May 14 00:22:17 GMT+08:00 2026|11040|18000|0|0.0||1|473030313533373030353030333032303030303030303030313437303737|2|||9880|2650|3890|||\",\"width\":2650}],\"result\":0,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"receiveTime\":\"2026-05-14T00:22:32.968\",\"msgId\":\"37016433022026051400088937\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |查询治超系统称重数据 查询到鲁UH6215_1的称重信息：WeightData(vehicleId=鲁UH6215_1, checkTime=2026-05-14T00:22:17, vehicleType=0, axleCount=2, axleType=12, weight=11040, enWeightSource=0, limitWeight=18000, overWeight=0, overRate=0.0, isBulkVehicle=2, isAllowPass=1, imageUrl=, dataId=473030313533373030353030333032303030303030303030313437303737, length=9880, width=2650, height=3890, bulkCertNo=, weightInfo=鲁UH6215|1|0|2|Thu May 14 00:22:17 GMT+08:00 2026|11040|18000|0|0.0||1|473030313533373030353030333032303030303030303030313437303737|2|||9880|2650|3890|||, bulkOrderWeight=0, bulkOrderLength=0, bulkOrderWidth=0, bulkOrderHeight=0, limitedLength=0, limitedWidth=0, limitedHeight=0, overLimitType=0, speed=19, wasteId=473030313533373030353030333032303030303030303030313437303737)
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |比对牌识信息和OBU内车牌信息是否一致 牌识信息内车牌_颜色：鲁UH6215_1；OBU内车牌_颜色：鲁UH6215_1；一致
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |比对车型识别数据与称重数据的车型、轴数是否一致 车型识别设备中的车型_轴数为：12_2；称重数据中的车型_轴数为：0_2；不一致，仅记录特情
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |比对称重数据和OBU发行信息中的车型_轴数是否一致 称重数据中的车型_轴数为：0_2；OBU发行信息中的车型_轴数为：12_2；不一致，仅记录不拦截
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |比对车型识别数据和OBU发行信息中的车型_轴数是否一致 车型识别数据中的车型_轴数为：12_2；OBU发行信息中的车型_轴数为：12_2；一致
[2026-05-14 00:22:32.969] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_3701643302_20260514002232969.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400088938"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:22:32"}
[2026-05-14 00:22:32.972] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_3701643302_20260514002232970.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051101_2026-05-11T12:00:01\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"37016433022026051400088938\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70514002_2026-05-14T00:15:01\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260513_2026-05-13T01:00:46\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70514004_2026-05-14T00:15:01\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051402_2026-05-14T00:16:01\",\"emergencyAppointVersion\":\"26051402_2026-05-14T00:15:01\",\"receiveTime\":\"2026-05-14 00:22:32.970\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051365_2026-05-13T16:00:01\",\"greenTrafficVersion\":\"26051402_2026-05-14T00:15:01\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:22:32.972] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|有效性判断] |鲁UH6215_1校验结束---
[2026-05-14 00:22:32.972] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--校验通过，车辆鲁UH6215开始进行计费
[2026-05-14 00:22:32.972] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|发送计费服务数据] |调用入口计费服务 请求：{"filename":"BASIC_FEE_ENCALC_REQ_3701643302_20260514002232972.json","auth":"cvicse","bizContent":{"cPUCardId":"2304232367631419","cPUNetID":"3701","cPUVersion":40,"cPUcardType":23,"curPassTime":"2026-05-14T00:22:32","curTollGantry":"G001537005000910010","enAxleCount":2,"enTollStationHex":"37016433","enVehicleType":12,"feeSumLocal":0,"issuerId":"370101","laneType":3,"mediaType":1,"msgId":"37016433022026051400088934","oBUSN":"3701014424294929","obuPermittedTowWeight":2,"spare4":"02","totalWeight":11040,"vehicleClass":0,"vehicleId":"鲁UH6215_1","vehicleSign":255,"vehicleUserType":0},"sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:22:32"}
[2026-05-14 00:22:32.980] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|收到计费服务数据] |调用入口计费服务 响应：{"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"calCostTime\":1,\"code\":\"0\",\"codeInfo\":\"计费成功\",\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000910010|T:2026-05-14T00:22:32|ES:37016433|ET:2026-05-14T00:22:32|LG:000000|LT:2026-05-14T00:22:32|TT:1|PH:C2B355483632313500000000|PC:1|VT:12|EVT:12|EAC:2|TW:0|VSF:255|BH:|PSL:0|RSL:0|CN:3701|UT:0|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:0|vt:12|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x40000\",\"feeInfo2\":\"2\",\"feeInfo3\":\"3C730C\",\"feeLogMsg\":null,\"feeMileage\":0,\"feeProvSumLocal\":0,\"feeSpare1\":0,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":12,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"msgId\":\"37016433022026051400088934\",\"paramVersion\":\"3720260509002\",\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"receiveTime\":\"2026-05-14T00:22:32\",\"spcRateVersion\":\"000000\",\"tollIntervalIDs\":\"G001537005000910\"}","filename":"BASIC_FEE_ENCALC_RES_3701643302_20260514002232975.json"}
[2026-05-14 00:22:32.981] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆鲁UH6215计费成功
[2026-05-14 00:22:32.982] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF000500000137E1000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD2187D370101442429492900000000C2B355483632313500000000010C0002000000002B20001700000000000000000000000020260514002232000000000000AA290037016433026A04A5480C013C730C6A04A548C2B3554836323135000000000102002B20FF000000005FAA290037016433026A04A5480C013C730C6A04A548C2B3554836323135000000000102002B20FFC9BDB6AB370100011740370123042323676314190001000000000000000100000000000000000000010000000000000000000000370000000000000000000000000000000000000000000000000000000000000000000000000000000000000002008C0000020063E86B
[2026-05-14 00:22:32.982] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆鲁UH6215交易受理流程结束
[2026-05-14 00:22:33.206] [37016433] [INFO] [L3701643302T20260514002233206R91480] [数据交互|收到设备控制服务数据] |02车道--外设控制服务输入信息(ETC交易结果受理E2)为FFFF006000000073E200370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD2187D3701014424294929C2B355483632313500000000012137000731E720260514002232091B8E5CF40C6B00015B22FFEFCA12004E31D5BC7364
[2026-05-14 00:22:33.206] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|车辆交易数据处理] |02车道交易结果受理--解析交易结果受理请求成功，开始处理
[2026-05-14 00:22:33.207] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|车辆交易数据处理] |02车道鲁UH6215已完成小班汇总,班次为G0015370050030101002020260513173801500303079
[2026-05-14 00:22:33.208] [37016433] [INFO] [L3701643302T20260514002232945R91479] [6CD2187D] [处理流程|流水生成] |02车道MTC入口交易结果受理--车辆鲁UH6215交易成功，生成交易成功流水
[2026-05-14 00:22:33.208] [37016433] [INFO] [L3701643300T20260514002233208R91482] [ ] [处理流程|流水生成] |redis入库成功--key：MTCWASTE_ENETCWORKSUM3701643302,value：{"autoSwitchDate":1778709600000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030101002020260513173801500303079","blRoad":"23","cPCCnt":59,"chargeMode":1,"checkFlag":0,"checkTime":1778665081588,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"enTollLaneHex":"3701643302","enTollStationHex":"37016433","endTime":"2026-05-14T06:00:00","etcCardCnt":56,"finishFlag":false,"gantrySerialNum":5309,"inductCnt":115,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"02","laneId":"G00153700500301010020","laneType":3,"laneTypeIdentification":7,"motorcadeFlag":false,"papCnt":0,"serialNum":17,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-13T17:38:01","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","tollCollectorId":"500303079","tollCollectorName":"王蓉","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"unSendCardCnt":null,"underGantryHex":"3C730C","underGantryId":"G001537005000910010","vCnt":115,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 00:22:33.208] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":59,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-14 06:00:00","etcCardCnt":56,"etcFee":0,"inductCnt":115,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"02","laneStatus":"1","msgId":"37016433022026051400088939","operId":"500303079","operName":"王蓉","papCnt":0,"pushTime":"2026-05-14T00:22:33","shiftCode":6,"shiftName":"第三班","shiftTime":"2026-05-14 06:00:00","startTime":"2026-05-13 17:38:01","thirdIndemnity":0,"thirdPayFee":0,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":115,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 00:22:33.208] [37016433] [INFO] [L3701643302T20260514002232945R91479] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF00060000004AE2000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD2187D3701014424294929000104BCDB
[2026-05-14 00:22:33.209] [37016433] [INFO] [L3701643300T20260514002233209R91483] [ ] [处理流程|流水生成] |redis入库成功--key：WASTE_ETC_ENWASTE_SUCCESS_G00153700500301010020_20260514002233_鲁UH6215_1,value：{"axleInfo":{"axleFlag":1,"axleNum":"20260513230008","axleTime":"2026-05-13T23:39:31","dangerousGoods":0,"faceFeatureCode":"0000","identifyType":"12","msgId":"37016433022026051400295851","picId":null,"plateColor":1,"plateNum":"鲁UH6215","pushTime":"2026-05-14T00:22:29","reliability":100,"vehFeatureCode":"0000","vehicleAxleCount":2,"vehicleAxleInfo":"000012","vehicleColor":0,"vehicleHeigth":2620,"vehicleLength":13450,"vehicleModel":"0000","vehicleSpecial":0,"vehicleSpeed":22,"vehicleWheelBase":"7829","vehicleWidth":1780},"basicInformation":{"createDate":1778689353208,"gbLaneId":"G00153700500301010020","gbStationId":"G0015370050030","laneHex":"3701643302","laneId":"02","laneType":"01","laneTypeIdentification":7,"paraVer":"920002601230197000760511011300021011401010002604070123000260403018000026040701420007051400277000260407019300026012301900002026051365000705140048900026050902240002412060120000241206017000026051402670002605140278000260407012500010061502860002605136566000260514021700066000800","preParaVer":"89000260515011700066000800","rampLaneIds":null,"roadCode":"23","stationHex":"37016433","stationId":"500303","stationName":"山东王台站","underGantryHex":"3C730C","underGantryId":"G001537005000910010"},"billingFeeInfo":{"billingEnReq":{"cPUCardId":"2304232367631419","cPUNetID":"3701","cPUVersion":40,"cPUcardType":23,"curPassTime":"2026-05-14T00:22:32","curTollGantry":"G001537005000910010","enAxleCount":2,"enTollStationHex":"37016433","enVehicleType":12,"feeSumLocal":0,"issuerId":"370101","laneType":3,"mediaType":1,"msgId":"37016433022026051400088934","oBUSN":"3701014424294929","obuPermittedTowWeight":2,"spare1":null,"spare2":null,"spare3":null,"spare4":"02","spare5":null,"totalWeight":11040,"vehicleClass":0,"vehicleId":"鲁UH6215_1","vehicleSign":255,"vehicleUserType":0},"billingEnRes":{"calCostTime":1,"code":"0","codeInfo":"计费成功","discountFee":0,"discountFeeGroup":"0","feeCalcSpecials":"0","feeGroup":"0","feeInfo1":"G:G001537005000910010|T:2026-05-14T00:22:32|ES:37016433|ET:2026-05-14T00:22:32|LG:000000|LT:2026-05-14T00:22:32|TT:1|PH:C2B355483632313500000000|PC:1|VT:12|EVT:12|EAC:2|TW:0|VSF:255|BH:|PSL:0|RSL:0|CN:3701|UT:0|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:0|vt:12|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x40000","feeInfo2":"2","feeInfo3":"3C730C","feeLogMsg":null,"feeMileage":0,"feeProvSumLocal":0,"feeSpare1":0,"feeSpare2":0,"feeSpare3":"","feeVehicleType":12,"fitProvFlag":0,"gantryPassHexFit":"","gantryPassNumFit":0,"msgId":"37016433022026051400088934","paramVersion":"3720260509002","pathFitFlag":0,"payFee":0,"payFeeGroup":"0","provMinFee":"","rateVersion":"3720260509002|3720260509002","realFee":0,"receiveTime":"2026-05-14T00:22:32","spcRateVersion":"000000","tollIntervalIDs":"G001537005000910"},"billingExReq":{"cPCEF01":null,"cPCEF02":null,"cPCEF04":null,"cPCMFEF01":null,"cPCMFEF02":null,"cPUCardType":null,"cPUVersion":null,"eTCCARD0002":null,"eTCCARD0015":null,"eTCCARD0019":null,"enAxleCount":null,"enStationHex":null,"enStationId":null,"enTime":null,"enTollLaneId":null,"enVehicleType":null,"exAxleCount":null,"exStationHex":null,"exStationId":null,"exTime":null,"exTollLaneId":null,"exVehicleType":null,"isDiscount":null,"issuerId":null,"mediaNo":null,"mediaType":null,"msgId":null,"oBUEF01":null,"oBUEF04":null,"passId":null,"pathInfo":null,"pathInfoEdited":null,"payType":null,"preBalance":null,"spare1":null,"spare2":null,"spare3":null,"spare4":null,"spare5":null,"specialType":null,"specialValue":null,"transPayType":null,"uTurn":null,"validShortFee":null,"vehicleClass":null,"vehicleId":null,"vehicleSign":null,"vehicleUserType":null},"billingExRes":{"billingVehicleType":null,"calCostTime":null,"checkCode":null,"code":null,"codeInfo":null,"cpcFeeInfo":null,"diffFeeInfo":null,"diffInfo":null,"diffState":null,"diffTotalDiscountFee":null,"diffTotalPayFee":null,"diffTotalRealFee":null,"discountType":null,"etcFeeInfo":null,"exitFeeType":null,"lanespinfo":null,"miniFeeInfo":null,"msgId":null,"onlineFeeInfo":null,"openFeeInfo":null,"originFee":null,"paraVer":null,"preParaVer":null,"provinceDiscountFee":null,"rateVersion":null,"receiveTime":null,"spcRateVersion":null,"specialType":null}},"mediaInfo":{"antennaSignalAll":{"b2ErrorCode":null,"b2Hex":null,"b2Seq":null,"b2TimeStamp":null,"b4ErrorCode":null,"b4Hex":null,"b4Seq":null,"b4TimeStamp":null,"b5ErrorCode":null,"b5Hex":null,"b5Seq":null,"b5TimeStamp":null,"b7ErrorCode":null,"b7Hex":null,"b7Seq":null,"b7TimeStamp":null,"b9ErrorCode":null,"b9Hex":null,"b9Seq":null,"b9TimeStamp":null,"c1OfB2TimeStamp":null,"c1OfB5TimeStamp":null,"c1OfB9TimeStamp":null,"c6Hex":null,"c6TimeStamp":null,"c8Hex":null,"c8TimeStamp":null,"c9Hex":null,"c9TimeStamp":null,"currentBX":null,"deviceIndex":null,"isB5OverTime":false,"isB7OverTime":false,"isNewSearch":false,"stopFlag":false,"writeProcess":false},"cpcMediaInfo":{"cpcMfef01":{"cpcId":null,"dateofExpire":null,"dateofIssue":null,"issuerIdentifier":null,"other":null,"verNo":null},"cpcMfef02":{"bWorkStatus":null,"battery":null,"other":null},"cpcdf01ef01info":{"bLaneId":null,"bNetWorkId":null,"bPassStatus":null,"bShiftId":null,"bStaId":null,"bVehClass":null,"bVehPassState":null,"bVehWeight":null,"bVexAxis":null,"bWorkStatus":null,"dwLimitWeight":null,"dwPassTime":null,"opId":null,"other":null,"plateColor":null,"vehPlate":null,"vehType":null},"cpcdf01ef02info":{"crGantrycount":0,"crStaionsInfo":null,"distinceSum":null,"gantryCount":null,"gantryId":null,"lastGantryNO":null,"lastPayfee":null,"lastTranstime":null,"lastdistance":null,"moneySum":null,"provinceCount":null,"spare":null,"transtime":null},"cpcdf01ef04info":{"spare":null,"trafficMoneyInfoList":null}},"etcMediaInfo":{"cardRestMoney":4293904914,"etc0015":{"cardDateOfExpire":"20350104","cardDateOfIssue":"20250104","cardDivFactor":"C9BDB6ABC9BDB6AB","cardNetId":"3701","cardType":"23","cardVer":"40","cpuId":"2304232367631419","etc0015Hex":"C9BDB6AB370100011740370123042323676314192025010420350104C2B35548363231350000000000010C","issuerIdentifier":"山东37010001","spare":null,"userType":"0","vehClass":"12","vlp":"鲁UH6215","vlpc":"1"},"etc0019":{"bAppLockFlag":"0","bCompoundAppType":"AA","bLaneId":"5B","bNetWorkId":"3701","bPassStatus":"04","bRecLen":"29","bStaId":"6433","bVehClass":"12","bVehPassState":"FF","bVehPlateColor":"1","bVehWeight":"0","bVexAxis":"2","bWireCode":"3D730B","dwFeeCardCount":"1839","dwPassTime":"2026-05-13 08:19:44","dwWireTime":"2026-05-13 08:19:44","etc0019Hex":"AA2900370164335B6A03C3A00C043D730B6A03C3A0C2B3554836323135000000000102FFFFFFFF0000072F","szVehPlate":"鲁UH6215"},"etcef01":{"etcef01Hex":"C2B35548363231350000000000010C00271009F60F6E000000001AB8003E8002000000000000000015FBF59DC05006460900000000000000000081550EFB351681FFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000000000000000","vehicleAxle":"6840","vehicleAxleDis":"16000","vehicleClass":"12","vehicleDes":"澙P\u0006F","vehicleEngineNumber":"乁\u000E�5\u0016�","vehicleLicencePlateColor":"1","vehicleLicencePlateNumber":"鲁UH6215","vehicleSeatNum":"2","vehicleSize":"271009F60F6E","vehicleSize_h":"3950","vehicleSize_l":"2560009","vehicleSize_w":"3936","vehicleTires":"0","vehicleUserType":"0"},"etcef04Info":{"bAppLockFlag":null,"bCompoundAppType":null,"bLaneId":null,"bNetWorkId":null,"bPassStatus":null,"bRecLen":null,"bStaId":null,"bVehClass":null,"bVehPassState":null,"bVehPlateColor":null,"bVehWeight":null,"bVexAxis":null,"bWireCode":null,"cardNetId":null,"cardType":null,"cardVer":null,"cpuId":null,"dealCnt":null,"dwPassTime":null,"dwWireTime":null,"etcef04InfoHex":null,"issuerIdentifier":null,"localProvDealCnt":null,"localProvEntry":null,"localProvFee":null,"localProvTotalFee":null,"obuErrCnt":null,"proCnt":null,"szVehPlate":null,"tollDistance":null,"totalFee":null,"totalMoney":null,"userType":null,"verifyCode":null},"obuInfo":{"contractType":"16","contractVersion":"40","data":null,"dateofExpire":"20350104","dateofIssue":"20250104","equitmentCV":"10","issuerIdentifier":"山东37010001","nMark":null,"obuId":"6CD2187D","obuStatus":"00100000","positionStatus":null,"serialNumber":"3701014424294929","xPosition":null,"yPosition":null},"splitInformation":{"crc":null,"eF04Info2":null},"tradingInformation":{"algoId":"00","cardBalance":"4293904914","icCPayserial":"0C6B","keyVersion":null,"psamNo":"2137000731E7","psamTransSerial":"00015B22","tac":"1B8E5CF4","transTime":"20260514002232","transType":"09"}},"frontEndInfo":{"axleCount":null,"ciphertext":null,"emeCarType":null,"invoiceStatus":null,"keyPressInfo":null,"monitor":null,"monitorName":null,"monitorTime":null,"stationGBId":null,"stationHex":null,"stationName":null,"totalWeight":null,"transTime":null,"vehicleClass":null,"vehicleType":null,"vlp":null,"vlpc":null},"mediaNo":"3701014424294929","mediaType":1,"transType":"1"},"mediaWriteBack":{"cpcWriteInfo":{"df01Ef01":null,"df01Ef02":null,"df01Ef04":null},"etcWriteInfo":{"consumeMoney":0}},"payInfo":{"identifyId":null,"payCode":null,"payFlag":null,"payOrderNum":null,"payTime":null,"payType":null,"transOrderNum":null},"processInfo":{"MorningBusFlag":false,"OverWeightInterceptList":false,"SCVIPTransFlag":false,"allVehBlackFlag":false,"appointId":null,"areaVehBlackFlag":false,"areaVehGreyFlag":false,"billingFlag":true,"breakType":"1","breakWaste":false,"cardCost":null,"confirmTradeFlag":false,"containerFlag":false,"debitListFlag":false,"emeListFlag":false,"emeVlpFlag":false,"enBalanceWaste":false,"enStation":"500303","enStationHex":"37016433","enStationName":"山东王台站","enTollLane":"02","enTollLaneId":"G00153700500301010020","enTollLanehex":"3701643302","enTollStationId":"G0015370050030","enWaste":false,"enWay":null,"exBalanceWaste":false,"exTransTruck":false,"exWaste":false,"feeIndicatorRemark":"140","gantryWaste":false,"gantryWasteId":"G0015370050009100102026051400025308","gbCardFlag":false,"gbObuFlag":false,"greenTrafficFlag":false,"harversterFlag":false,"heavyTransFlag":false,"heavyTransInfo":null,"holidayVehicleFlag":false,"invSerialNum":null,"laneSpInfo":"","matchingVlp":null,"militaryFlag":false,"morningBusFlag":false,"noCPCFlag":false,"noCPCOpenId":null,"noCPCOrderId":null,"obuEf04Status":null,"overWeightInterceptList":false,"passId":"013701230423236763141920260514002232","passLogId":"L3701643302T20260514002232945R91479","phoneSource":null,"phoneUserId":null,"proVehClass":null,"provinceCount":null,"reTrade":false,"reTradeCard":false,"releaseTac":false,"repayOrderNumGroup":null,"repayReason":null,"reverseTransType":null,"rsuType":1,"sCVIPTransFlag":false,"scEnRampWasteFlag":false,"scOverWeightCheckType":null,"scOverWeightGantryHex":null,"sourcePassId":null,"spare1":"","specialCase":"99","specialInfo":"|139|140","specialType":null,"threeVehicleFlag":false,"tradeFlag":1,"tradeHandset":false,"tradeRamp":false,"tradeStatus":"ETC_CONFIRM","trailerFlag":false,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","validFlag":true,"vehWhiteFlag":false,"vehicleSign":"0xff","wasteId":"G001537005003010100202026051400223216","whiteCarFlag":false,"whiteCarNameListInfo":null},"shiftInfo":{"batchNum":"G0015370050030101002020260513173801500303079","bl_Center":"50","bl_SubCenter":"5003","hourBatchNum":"2026051400","operId":"500303079","operName":"王蓉","shifEndTime":1778709600000,"shifStartTime":1778665081000,"shift":"06","shiftFinishFlag":false,"vehNum":115,"wasteNum":"16","workDate":"2026-05-13 00:00:00"},"vehTypeData":{"axisInfo":null,"axleCount":null,"saveTime":null,"seatCount":null,"vehicleClass":null,"vehicleType":null},"vlprInfo":{"faceFeatureCode":"0000","msgId":"37016433022026051400295853","picFlag":1,"picId":"G0015370050030101002020260514000004","picTime":"2026-05-14T00:22:32","plateColor":1,"plateNum":"鲁UH6215","pushTime":"2026-05-14T00:22:32","reliability":96,"vehFeatureCode":"0000","vehicleColor":0,"vehicleModel":"0000","vehicleSpeed":0,"vprNo":null},"weightData":{"axleCount":2,"axleType":"12","bulkCertNo":"","bulkOrderHeight":0,"bulkOrderLength":0,"bulkOrderWeight":0,"bulkOrderWidth":0,"checkTime":"2026-05-14T00:22:17","dataId":"473030313533373030353030333032303030303030303030313437303737","enWeightSource":0,"height":3890,"imageUrl":"","isAllowPass":1,"isBulkVehicle":2,"length":9880,"limitWeight":18000,"limitedHeight":0,"limitedLength":0,"limitedWidth":0,"overLimitType":0,"overRate":0.0,"overWeight":0,"speed":19,"vehicleId":"鲁UH6215_1","vehicleType":0,"wasteId":"473030313533373030353030333032303030303030303030313437303737","weight":11040,"weightInfo":"鲁UH6215|1|0|2|Thu May 14 00:22:17 GMT+08:00 2026|11040|18000|0|0.0||1|473030313533373030353030333032303030303030303030313437303737|2|||9880|2650|3890|||","width":2650}}
