[2026-05-14 17:00:00.004] [3701643319] [INFO] [L3701643319T20260514165959959R11728] [数据交互|收到RSU数据] |RSU数据：FFFF00800000004A1C0000019E25B63A0637016433190000000000000000000001002FE101B2405F137800C9BDB6AB3701000116513701085600122673202604222036042210800101000000020000024B011871
[2026-05-14 17:00:44.474] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到B4帧] |B4帧原始数据：E101B46CD515A037010156000879630000000000000000000004C2B351363736584B0000000000010C00232809F60F3C002706001EC8004650024C464E4148554D4D315331453232343635BDE2B7C5C5C643413531383143435950FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFDE653BC9BDB6AB370100011751370125052363001144832025111820351118C2B351363736584B0000000000010CFFFFFFFFFFFFFFAA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FF0000009B00AA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FFC9BDB6AB3701000117513701250523630011448300010000B600009B000200077F000000000000B60200009B59B043F41034BCDC000000240000003900000013
[2026-05-14 17:00:44.475] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [处理流程|帧数据解析] |B4：{"algorithmID":"04","authMode":"00","bXHex":"E101B46CD515A037010156000879630000000000000000000004C2B351363736584B0000000000010C00232809F60F3C002706001EC8004650024C464E4148554D4D315331453232343635BDE2B7C5C5C643413531383143435950FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFDE653BC9BDB6AB370100011751370125052363001144832025111820351118C2B351363736584B0000000000010CFFFFFFFFFFFFFFAA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FF0000009B00AA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FFC9BDB6AB3701000117513701250523630011448300010000B600009B000200077F000000000000B60200009B59B043F41034BCDC000000240000003900000013","cPCEF02":null,"cPCEF04":null,"cRC":null,"cardRestMoney":"FFDE653B","cardStatus":"0","cpuCostTm":"57","deviceFuncType":"B4","deviceIndex":"01","deviceType":"E1","eF04CostTm":"19","eF04Info":"AA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FFC9BDB6AB3701000117513701250523630011448300010000B600009B000200077F000000000000B60200009B59B043F41034BCDC","eTC0015":{"cardDateOfExpire":"20351118","cardDateOfIssue":"20251118","cardDivFactor":"C9BDB6ABC9BDB6AB","cardNetId":"3701","cardType":"23","cardVer":"51","cpuId":"2505236300114483","etc0015Hex":null,"issuerIdentifier":"山东37010001","spare":null,"userType":"0","vehClass":"12","vlp":"鲁Q676XK","vlpc":"1"},"eTC0019":{"bAppLockFlag":"0","bCompoundAppType":"AA","bLaneId":"02","bNetWorkId":"3701","bPassStatus":"01","bRecLen":"29","bStaId":"6431","bVehClass":"12","bVehPassState":"FF","bVehPlateColor":"1","bVehWeight":"13600","bVexAxis":"2","bWireCode":"3C7209","dwFeeCardCount":"155","dwPassTime":"2026-05-14 16:45:57","dwWireTime":"2026-05-14 16:47:33","etc0019Hex":null,"szVehPlate":"鲁Q676XK"},"eTCEF01":{"etcef01Hex":null,"vehicleAxle":"7880","vehicleAxleDis":"18000","vehicleClass":"12","vehicleDes":"LFNAHUMM1S1E22465","vehicleEngineNumber":"解放牌CA5181CCYP","vehicleLicencePlateColor":"1","vehicleLicencePlateNumber":"鲁Q676XK","vehicleSeatNum":"2","vehicleSize":"232809F60F3C","vehicleSize_h":"3900","vehicleSize_l":"2304009","vehicleSize_w":"3936","vehicleTires":"9990","vehicleUserType":"0"},"eTCEF04Info":{"bAppLockFlag":"0","bCompoundAppType":"AA","bLaneId":"02","bNetWorkId":"3701","bPassStatus":"01","bRecLen":"29","bStaId":"6431","bVehClass":"12","bVehPassState":"FF","bVehPlateColor":"1","bVehWeight":"13600","bVexAxis":"2","bWireCode":"3C7209","cardNetId":"3701","cardType":"23","cardVer":"51","cpuId":"2505236300114483","dealCnt":"2","dwPassTime":"2026-05-14 16:45:57","dwWireTime":"2026-05-14 16:47:33","etcef04InfoHex":null,"issuerIdentifier":"山东37010001","localProvDealCnt":"2","localProvEntry":"000000","localProvFee":"155","localProvTotalFee":"182","obuErrCnt":"0","proCnt":"1","szVehPlate":"鲁Q676XK","tollDistance":"1919","totalFee":"155","totalMoney":"182","userType":"0","verifyCode":"59B043F41034BCDC"},"errorCode":"00","issuerInfo":"C9BDB6AB370100011751370125052363001144832025111820351118C2B351363736584B0000000000010CFFFFFFFFFFFFFF","lEN":null,"lastStation":"AA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FF0000009B","macId":"6CD515A0","random":"0000000000000000","readEF04Status":"0","sEQ":null,"serialNumber":"3701015600087963","vehicleInfo":"C2B351363736584B0000000000010C00232809F60F3C002706001EC8004650024C464E4148554D4D315331453232343635BDE2B7C5C5C643413531383143435950FFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000000000000000","vehicleInfoCostTm":"36"}
[2026-05-14 17:00:44.475] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [6CD515A0] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 17:00:44.475] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [6CD515A0] [处理流程|有效性判断] |查询标签是否卡存在 OBU卡存在状态位：0；卡存在
[2026-05-14 17:00:44.475] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [6CD515A0] [数据交互|发送ETC服务数据] |发送ETC交易受理请求E1成功：FFFF005000000196E100370164331900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD515A03701015600087963C9BDB6AB370100011651202511182035111810200100000000000000000004C2B351363736584B0000000000010C00232809F60F3C002706001EC8004650024C464E4148554D4D315331453232343635BDE2B7C5C5C643413531383143435950FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFDE653BC9BDB6AB370100011751370125052363001144832025111820351118C2B351363736584B0000000000010CAA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FF0000009B00AA290037016431026A058BC50C013C72096A058C25C2B351363736584B000000000102003520FFC9BDB6AB3701000117513701250523630011448300010000B600009B000200077F000000000000B60200009B59B043F41034BCDC0000001900000019000177874924433401010000000000000000009C73
[2026-05-14 17:00:44.515] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [6CD515A0] [处理流程|车辆交易数据处理] |ME-E1解析结果：{"axleCount":"02","cardDf010019":"AA290037016433196A058F3C0C023D730B6A058F3CC2B351363736584B000000000102FFFFFFFF000005C3","cardFee":"000005C3","cardType":"23","cmdType":"E1","crc":"CD62","discountFee":"00000104","errorCode":"00","fee":"000005C3","obuEf04":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","obuEf04Len":"5F","obuMac":"6CD515A0","obuSn":"3701015600087963","plateColor":"01","plateNum":"C2B351363736584B00000000","refuseTime":"00000000","seq":"05","specialType":"0000","specialTypeLen":"000002","specialValue":"0000","specialValueLen":"000002","subCode":"0000","terminalNo":"000000000000","tollLaneHex":"3701643319","totalWeight":"003520","tradeId":"0000000000000000000000000000000000000000000000000000000000000000000000000000","transFlag":"01","transTime":"20260514170044","vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehicleType":"0C","vehicleUserType":"00","vehicleWeightLimits":"002706"}
[2026-05-14 17:00:44.516] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|下发C6帧] |交易指令C6的报文已发送:FFFF001000000070C10000019E25B7846337016433190000000000000000E101010055E101C66CD515A03701015600087963C9BDB6ABC9BDB6AB0401000000000000000005C320260514170044AA290037016433196A058F3C0C023D730B6A058F3CC2B351363736584B000000000102FFFFFFFF000005C31D09,发送时间：1778749244516
[2026-05-14 17:00:44.595] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到高清车牌图像识别设备模块数据] |高清车牌识别设备数据FFFF0001000000501C00000000276EF278370164331900000000000000000000010035E2010201202605141700016A058F3BC2B351363736584B0000000001000000006000000000030101009606020100960603010096060497
[2026-05-14 17:00:44.596] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|下发上报确认C1帧] |C1：FFFF00010000001FC10000019E25B784B437016433190000000000000000E201010004E20102003920
[2026-05-14 17:00:44.596] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到高清车牌图像识别设备模块数据] |车牌识别结果上传抓拍时间6A058F3B，转时间戳1778749243,转标准时间格式2026-05-14 17:00:43,
[2026-05-14 17:00:44.596] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到高清车牌图像识别设备模块数据] |当前时间转标准时间格式2026-05-14 17:00:44
[2026-05-14 17:00:44.596] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到高清车牌图像识别设备模块数据] |前车牌识别设备结果上报：VehPlateReport(Hex=E2010201202605141700016A058F3BC2B351363736584B000000000100000000600000000003010100960602010096060301009606, SEQ=null, LEN=null, deviceType=E2, deviceIndex=01, deviceFuncType=02, picflag=01, picNum=20260514170001, picTime=6A058F3B, licenseCode=C2B351363736584B00000000, licenseColor=1, vehicleSpeed=0, vehicleModel=0000, vehicleColor=0, reliability=96, vehFeatureCode=0000, faceFeatureCode=0000, picSize=3, picType=010100960602010096060301009606, CRC=null)
[2026-05-14 17:00:44.596] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/Vlpr】：{"faceFeatureCode":"0000","msgId":"37016433192026051417296281","picFlag":1,"picId":"G0015370050030202004020260514170001","picTime":"2026-05-14T17:00:43","plateColor":1,"plateNum":"鲁Q676XK","pushTime":"2026-05-14T17:00:44","reliability":96,"vehFeatureCode":"0000","vehicleColor":0,"vehicleModel":"0000","vehicleSpeed":0,"vprNo":null}
[2026-05-14 17:00:44.598] [3701643319] [INFO] [流水传输] |redis入库成功key-WASTE_LANEPICWASTE_G001537005003020200402026051417000155_鲁Q676XK_1_20260514170044_#G00153700500302020040,过期时间2天
[2026-05-14 17:00:44.715] [3701643319] [INFO] [L3701643319T20260514170044474R12432] [数据交互|收到RSU数据] |RSU数据：FFFF00200000004E1C0000019E25B6E89B370164331900000000000000000000010033E101B56CD515A03701015600087963002137000724E22026051417004409A95BB6940A910000E0F2FFDE5F7804B294588341009DD8
[2026-05-14 17:00:44.715] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|收到B5帧] |B5帧原始数据：E101B56CD515A03701015600087963002137000724E22026051417004409A95BB6940A910000E0F2FFDE5F7804B29458834100
[2026-05-14 17:00:44.716] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [处理流程|帧数据解析] |B5：{"algorithmID":"04","bXHex":"E101B56CD515A03701015600087963002137000724E22026051417004409A95BB6940A910000E0F2FFDE5F7804B29458834100","cRC":null,"cardBalance":"FFDE5F78","deviceFuncType":"B5","deviceIndex":"01","deviceType":"E1","errorCode":"00","iCCPayserial":"0A91","keyVersion":"65","lEN":null,"mAC2":"B2945883","macId":"6CD515A0","pSAMNo":"2137000724E2","pSAMTransSerial":"0000E0F2","sEQ":null,"serialNumber":"3701015600087963","tAC":"A95BB694","transTime":"20260514170044","transType":"09"}
[2026-05-14 17:00:44.716] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [6CD515A0] [数据交互|发送ETC服务数据] |发送ETC交易结果受理请求E2成功：FFFF006000000073E200370164331900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD515A03701015600087963C2B351363736584B00000000012137000724E22026051417004409A95BB6940A910000E0F2FFDE5F7804B29458837543
[2026-05-14 17:00:44.719] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [6CD515A0] [处理流程|车辆交易数据处理] |ME-E2解析结果：{"cmdType":"E2","crc":"4938","errorCode":"00","obuEf04Clean":"01","obuEf04Flag":"00","obuEf04Len":"04","obuMac":"6CD515A0","obuSn":"3701015600087963","seq":"06","subCode":"0000","tollLaneHex":"3701643319","vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"}
[2026-05-14 17:00:44.719] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [6CD515A0] [处理流程|交易结果] |交易成功,B2-B5耗时：382ms,路侧单元厂商代码：02,OBU厂商编码：6C
[2026-05-14 17:00:44.719] [3701643319] [INFO] [流水传输] |MTC车道车辆交易成功,车牌信息：鲁Q676XK_1
[2026-05-14 17:00:44.719] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|下发C1帧] |继续交易指令C1的报文已发送:FFFF002000000034C10000019E25B7852F37016433190000000000000000E101010019E101C16CD515A0370101560008796337010156000879630400E23C
[2026-05-14 17:00:44.734] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Display】,QOS 【1】, 内容:{"action":"1","fontColor":"2","fontLine":"0","fontSize":"0","keepTime":"0","msgId":"37016433192026051417585595","sendTime":"2026-05-14T17:00:43","text":"货2_黄鲁Q676XK_收费14.75元_2轴    10.4t"}

[2026-05-14 17:00:44.735] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Barrier】,QOS 【1】, 内容:{"action":"2","index":"1","msgId":"37016433192026051417585596","sendTime":"2026-05-14T17:00:43"}

[2026-05-14 17:00:44.735] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Trafficlight】,QOS 【1】, 内容:{"action":"1","msgId":"37016433192026051417585597","sendTime":"2026-05-14T17:00:43"}

[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|收到远程值守服务数据] |接收到MQTT费显控制请求DevCtlDisplayAsk(msgId=37016433192026051417585595, sendTime=2026-05-14T17:00:43, action=1, clearType=null, fontColor=2, fontSize=0, fontLine=0, keepTime=0, text=货2_黄鲁Q676XK_收费14.75元_2轴    10.4t)
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|收到远程值守服务数据] |通行信号灯控制消息-设置为绿色
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|收到远程值守服务数据] |栏杆机控制消息【抬杆】
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|收到远程值守服务数据] |费显控制消息(默认控制 费显/后费显)-显示内容：货2_黄鲁Q676XK_收费14.75元_2轴    10.4t
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|发送通行信号灯模块数据] |通行信号灯指令内容:E7010101，显示颜色(1-绿色，2-红色，3-黄色):01,发送的hex:FFFF00050000001F1B0000019E25B7853F37016433190000000000000000E701010004E70101013A46
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|发送电动栏杆机模块数据] |栏杆控制指令内容:E4010101，控制类型(00-落杆 01-抬杆 02-长抬):01,发送的hex:FFFF00060000001F1B0000019E25B7853F37016433190000000000000000E401010004E4010101354C
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [ ] [设备信息|E4|电动栏杆机|栏杆机1] |电动栏杆机抬杆到位
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [数据交互|发送信息显示屏模块数据] |信息显示屏指令内容：E6010102000000BBF5325FBBC6C2B351363736584B5FCAD5B7D131342E3735D4AA5F32D6E12020202031302E3474, 待显示文本:货2_黄鲁Q676XK_收费14.75元_2轴    10.4t,发送的hex:FFFF0007000000491B0000019E25B7853F37016433190000000000000000E60101002EE6010102000000BBF5325FBBC6C2B351363736584B5FCAD5B7D131342E3735D4AA5F32D6E12020202031302E3474DB19
[2026-05-14 17:00:44.735] [3701643319] [ERROR] [L3701643319T20260514170044715R12433] [异常信息|异常信息] |未匹配到功能模块类型编码-[FC]、设备字典-[scrollLight]对应的设备功能模块序号，请检查socket字典配置
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/Barrier】：{"index":"01","msgId":"2026051417296282","pushTime":"2026-05-14T17:00:44","status":"01"}
[2026-05-14 17:00:44.735] [3701643319] [INFO] [L3701643319T20260514170044715R12433] [异常信息|异常信息] |OutEquipmentCtlSvc跑马灯控制异常null
java.lang.NullPointerException: null
[2026-05-14 17:00:44.735] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"0","msgId":"37016433192026051417585595","recvTime":"2026-05-14T17:00:44"}
